,Arolla / Météo (Bricola - Pluviomètre - mm),C: Arolla / Météo (Bricola - Pluviomètre - mm) (1. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (2. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (3. Année précédente),C: Arolla / Météo (Bricola - Pluviomètre - mm) (4. Année précédente)
5/20/2019 18:30,43.849998,7.375,11.25,1.975,28.625
5/20/2019 18:45,44.25,7.375,11.225,2,28.625
5/20/2019 19:00,44.25,7.375,11.25,1.975,28.625
5/20/2019 19:15,44.450001,7.375,11.225,1.975,28.625
5/20/2019 19:30,44.674999,7.375,11.225,1.975,28.625
5/20/2019 19:45,44.650002,7.375,11.225,1.975,28.625
5/20/2019 20:00,44.674999,7.375,11.225,1.975,28.625
5/20/2019 20:15,44.875,7.475,11.225,1.975,28.825001
5/20/2019 20:30,44.875,7.475,11.225,1.975,28.825001
5/20/2019 20:45,44.875,7.475,11.225,1.975,28.825001
5/20/2019 21:00,44.875,7.475,11.225,1.975,28.825001
5/20/2019 21:15,44.974998,7.475,11.225,1.975,28.825001
5/20/2019 21:30,44.974998,7.475,11.225,1.975,28.825001
5/20/2019 21:45,44.974998,7.475,11.225,1.975,28.825001
5/20/2019 22:00,44.974998,7.475,11.225,1.975,28.825001
5/20/2019 22:15,44.974998,7.475,11.225,1.975,28.924999
5/20/2019 22:30,44.974998,7.475,11.225,1.975,28.950001
5/20/2019 22:45,44.974998,7.475,11.225,1.975,28.924999
5/20/2019 23:00,44.974998,7.475,11.225,1.975,28.950001
5/20/2019 23:15,44.974998,7.475,11.225,1.975,29.025
5/20/2019 23:30,44.974998,7.475,11.225,1.975,29.025
5/20/2019 23:45,44.974998,7.475,11.225,1.975,29.025
5/21/2019 0:00,44.974998,7.475,11.225,1.975,29.049999
5/21/2019 0:15,44.974998,7.475,11.225,1.975,29.025
5/21/2019 0:30,45.075001,7.475,11.225,1.975,29.15
5/21/2019 0:45,45.075001,7.475,11.225,1.975,29.15
5/21/2019 1:00,45.075001,7.475,11.225,1.975,29.25
5/21/2019 1:15,45.075001,7.475,11.225,1.975,29.25
5/21/2019 1:30,45.075001,7.475,11.225,1.975,29.25
5/21/2019 1:45,45.075001,7.475,11.225,1.975,29.25
5/21/2019 2:00,45.075001,7.475,11.225,1.975,29.25
5/21/2019 2:15,45.075001,7.475,11.225,1.975,29.35
5/21/2019 2:30,45.075001,7.475,11.25,1.975,29.35
5/21/2019 2:45,45.075001,7.475,11.225,1.975,29.35
5/21/2019 3:00,45.075001,7.475,11.225,1.975,29.35
5/21/2019 3:15,45.075001,7.475,11.225,1.975,29.35
5/21/2019 3:30,45.075001,7.475,11.225,1.975,29.35
5/21/2019 3:45,45.174999,7.475,11.225,1.975,29.35
5/21/2019 4:00,45.174999,7.475,11.225,2,29.35
5/21/2019 4:15,45.275002,7.475,11.225,1.975,29.450001
5/21/2019 4:30,45.275002,7.475,11.225,1.975,29.450001
5/21/2019 4:45,45.275002,7.475,11.225,1.975,29.450001
5/21/2019 5:00,45.275002,7.475,11.225,1.975,29.450001
5/21/2019 5:15,45.275002,7.475,11.225,1.975,29.450001
5/21/2019 5:30,45.375,7.475,11.25,1.975,29.450001
5/21/2019 5:45,45.375,7.475,11.225,1.975,29.549999
5/21/2019 6:00,45.375,7.475,11.225,1.975,29.549999
5/21/2019 6:15,45.375,7.475,11.225,1.975,29.549999
5/21/2019 6:30,45.375,7.475,11.25,1.975,29.549999
5/21/2019 6:45,45.375,7.475,11.225,1.975,29.549999
5/21/2019 7:00,45.375,7.475,11.225,1.975,29.549999
5/21/2019 7:15,45.375,7.475,11.225,1.975,29.65
5/21/2019 7:30,45.375,7.475,11.225,1.975,29.65
5/21/2019 7:45,45.375,7.475,11.25,1.975,29.75
5/21/2019 8:00,45.375,7.475,11.225,1.975,29.75
5/21/2019 8:15,45.375,7.475,11.225,1.975,29.75
5/21/2019 8:30,45.375,7.475,11.25,2,29.85
5/21/2019 8:45,45.375,7.475,11.25,1.975,29.950001
5/21/2019 9:00,45.474998,7.475,11.25,2,30.049999
5/21/2019 9:15,45.599998,7.475,11.25,2,30.25
5/21/2019 9:30,45.575001,7.475,11.25,2,30.35
5/21/2019 9:45,45.599998,7.475,11.25,2,30.450001
5/21/2019 10:00,45.575001,7.475,11.25,2,30.674999
5/21/2019 10:15,45.599998,7.475,11.25,2,30.875
5/21/2019 10:30,45.599998,7.475,11.25,2,30.875
5/21/2019 10:45,45.575001,7.475,11.25,2,31.174999
5/21/2019 11:00,45.599998,7.475,11.25,2,31.275
5/21/2019 11:15,45.599998,7.475,11.25,2,31.375
5/21/2019 11:30,45.599998,7.475,11.25,2,31.375
5/21/2019 11:45,45.599998,7.475,11.25,2,31.375
5/21/2019 12:00,0.075,7.475,11.25,2,31.375
5/21/2019 12:15,0.075,7.475,11.25,2,31.375
5/21/2019 12:30,0.075,7.475,11.25,2,31.375
5/21/2019 12:45,0.075,7.475,11.25,2.2,31.475
5/21/2019 13:00,0.075,7.475,11.35,2.2,31.475
5/21/2019 13:15,0.075,7.475,11.35,2.2,31.475
5/21/2019 13:30,0.075,7.475,11.35,2.2,31.475
5/21/2019 13:45,0.075,7.475,11.35,2.2,31.475
5/21/2019 14:00,0.075,7.475,11.35,2.2,31.575001
5/21/2019 14:15,0.075,7.475,11.35,2.2,31.575001
5/21/2019 14:30,0.075,7.475,11.35,2.2,31.575001
5/21/2019 14:45,0.075,7.475,11.35,2.2,31.575001
5/21/2019 15:00,0.075,7.475,11.35,2.2,31.575001
5/21/2019 15:15,0.075,7.475,11.35,2.2,31.674999
5/21/2019 15:30,0.075,7.475,11.35,2.2,31.674999
5/21/2019 15:45,0.075,7.475,11.35,2.2,31.775
5/21/2019 16:00,0.075,7.475,11.35,2.2,31.775
5/21/2019 16:15,0.075,7.475,11.35,2.2,31.775
5/21/2019 16:30,0.075,7.475,11.35,2.2,31.775
5/21/2019 16:45,0.075,7.475,11.35,2.2,31.775
5/21/2019 17:00,0.075,7.475,11.35,2.2,31.775
5/21/2019 17:15,0.075,7.475,11.35,2.2,31.775
5/21/2019 17:30,0.075,7.475,11.35,2.2,31.775
5/21/2019 17:45,0.075,7.475,11.35,2.2,31.875
5/21/2019 18:00,0.075,7.475,11.35,2.2,31.875
5/21/2019 18:15,0.075,7.475,11.35,2.2,31.875
5/21/2019 18:30,0.075,7.475,11.35,2.2,31.875
5/21/2019 18:45,0.075,7.475,11.35,2.2,31.9
5/21/2019 19:00,0.075,7.475,11.35,2.2,31.875
5/21/2019 19:15,0.075,7.475,11.35,2.2,31.975
5/21/2019 19:30,0.075,7.475,11.35,2.2,31.975
5/21/2019 19:45,0.075,7.475,11.35,2.2,31.975
5/21/2019 20:00,0.075,7.475,11.325,2.2,32
5/21/2019 20:15,0.075,7.475,11.35,2.2,31.975
5/21/2019 20:30,0.075,7.475,11.35,2.175,31.975
5/21/2019 20:45,0.075,7.475,11.325,2.2,31.975
5/21/2019 21:00,0.075,7.475,11.35,2.2,31.975
5/21/2019 21:15,0.075,7.475,11.325,2.175,32
5/21/2019 21:30,0.075,7.475,11.35,2.2,31.975
5/21/2019 21:45,0.075,7.475,11.325,2.175,31.975
5/21/2019 22:00,0.075,7.475,11.35,2.2,31.975
5/21/2019 22:15,0.075,7.475,11.325,2.175,31.975
5/21/2019 22:30,0.075,7.475,11.35,2.2,31.975
5/21/2019 22:45,0.075,7.475,11.325,2.175,31.975
5/21/2019 23:00,0.075,7.475,11.35,2.2,31.975
5/21/2019 23:15,0.075,7.475,11.35,2.2,31.975
5/21/2019 23:30,0.075,7.475,11.325,2.175,32.075001
5/21/2019 23:45,0.075,7.475,11.35,2.2,32.200001
5/22/2019 0:00,0.075,7.475,11.325,2.175,32.174999
5/22/2019 0:15,0.075,7.475,11.35,2.2,32.299999
5/22/2019 0:30,0.075,7.475,11.325,2.175,32.400002
5/22/2019 0:45,0.075,7.475,11.35,2.2,32.400002
5/22/2019 1:00,0.075,7.475,11.325,2.175,32.400002
5/22/2019 1:15,0.075,7.475,11.35,2.2,32.375
5/22/2019 1:30,0.075,7.475,11.325,2.2,32.400002
5/22/2019 1:45,0.075,7.475,11.325,2.175,32.400002
5/22/2019 2:00,0.075,7.475,11.35,2.2,32.400002
5/22/2019 2:15,0.075,7.475,11.325,2.175,32.400002
5/22/2019 2:30,0.075,7.475,11.35,2.2,32.400002
5/22/2019 2:45,0.075,7.475,11.325,2.175,32.375
5/22/2019 3:00,0.075,7.475,11.35,2.2,32.400002
5/22/2019 3:15,0.075,7.475,11.325,2.275,32.400002
5/22/2019 3:30,0.075,7.475,11.35,2.3,32.400002
5/22/2019 3:45,0.075,7.475,11.325,2.3,32.400002
5/22/2019 4:00,0.075,7.475,11.325,2.3,32.400002
5/22/2019 4:15,0.075,7.475,11.325,2.3,32.400002
5/22/2019 4:30,0.075,7.475,11.346667,2.3,32.400002
5/22/2019 4:45,0.075,7.475,11.33,2.3,32.400002
5/22/2019 5:00,0.075,7.475,11.341667,2.3,32.400002
5/22/2019 5:15,0.075,7.475,11.35,2.3,32.400002
5/22/2019 5:30,0.075,7.475,11.325,2.3,32.400002
5/22/2019 5:45,0.075,7.475,11.35,2.3,32.400002
5/22/2019 6:00,0.075,7.475,11.325,2.3,32.400002
5/22/2019 6:15,0.075,7.475,11.35,2.3,32.400002
5/22/2019 6:30,0.075,7.475,11.325,2.3,32.400002
5/22/2019 6:45,0.075,7.475,11.35,2.3,32.400002
5/22/2019 7:00,0.075,7.475,11.325,2.3,32.400002
5/22/2019 7:15,0.075,7.475,11.325,2.3,32.400002
5/22/2019 7:30,0.075,7.475,11.325,2.3,32.400002
5/22/2019 7:45,0.075,7.475,0.075,2.3,32.400002
5/22/2019 8:00,0.075,7.475,0.075,2.3,32.400002
5/22/2019 8:15,0.075,7.475,0.075,2.3,32.400002
5/22/2019 8:30,0.075,7.475,0.075,2.3,32.400002
5/22/2019 8:45,0.075,7.475,0.075,2.3,32.375
5/22/2019 9:00,0.075,7.475,0.075,2.3,32.400002
5/22/2019 9:15,0.075,7.475,0.075,2.3,32.400002
5/22/2019 9:30,0.075,7.475,0.075,2.3,32.400002
5/22/2019 9:45,0.075,7.475,0.075,2.3,32.400002
5/22/2019 10:00,0.075,7.475,0.075,2.3,32.400002
5/22/2019 10:15,0.075,7.475,0.075,2.3,32.400002
5/22/2019 10:30,0.075,7.475,0.075,2.3,32.400002
5/22/2019 10:45,0.075,7.475,0.075,2.3,32.400002
5/22/2019 11:00,0.075,7.475,0.075,2.4,32.400002
5/22/2019 11:15,0.075,7.475,0.075,2.4,32.400002
5/22/2019 11:30,0.075,7.475,0.075,2.5,32.400002
5/22/2019 11:45,0.075,7.475,0.075,2.5,32.400002
5/22/2019 12:00,0.075,7.475,0.075,2.6,32.700001
5/22/2019 12:15,0.075,7.475,0.075,2.6,32.700001
5/22/2019 12:30,0.075,7.475,0.075,2.6,32.700001
5/22/2019 12:45,0.075,7.475,0.075,2.6,32.700001
5/22/2019 13:00,0.075,7.475,0.075,2.6,32.700001
5/22/2019 13:15,0.075,7.475,0.075,2.6,32.700001
5/22/2019 13:30,0.075,7.475,0.075,2.7,33.325001
5/22/2019 13:45,0.075,7.475,0.075,2.7,33.325001
5/22/2019 14:00,0.075,7.475,0.075,2.9,33.325001
5/22/2019 14:15,0.075,7.475,0.075,2.9,33.325001
5/22/2019 14:30,0.075,7.475,0.075,3,33.325001
5/22/2019 14:45,0.075,7.475,0.075,3,33.325001
5/22/2019 15:00,0.075,7.475,0.075,3,33.325001
5/22/2019 15:15,0.075,7.475,0.075,3,33.325001
5/22/2019 15:30,0.075,7.475,0.075,3.1,33.299999
5/22/2019 15:45,0.075,7.475,0.075,3.1,33.325001
5/22/2019 16:00,0.075,7.475,0.075,3.1,33.299999
5/22/2019 16:15,0.075,7.475,0.075,3.1,33.325001
5/22/2019 16:30,0.075,7.475,0.075,3.1,33.299999
5/22/2019 16:45,0.075,7.475,0.075,3.1,33.299999
5/22/2019 17:00,0.075,7.475,0.075,3.2,33.299999
5/22/2019 17:15,0.075,7.475,0.075,3.2,33.299999
5/22/2019 17:30,0.075,7.475,0.075,3.2,33.299999
5/22/2019 17:45,0.075,7.475,0.075,3.2,33.299999
5/22/2019 18:00,0.075,7.475,0.075,3.2,33.299999
5/22/2019 18:15,0.075,7.475,0.075,3.2,33.299999
5/22/2019 18:30,0.075,7.475,0.075,3.2,33.299999
5/22/2019 18:45,0.075,7.475,0.075,3.2,33.299999
5/22/2019 19:00,0.075,7.675,0.075,3.2,33.299999
5/22/2019 19:15,0.075,7.975,0.075,3.2,33.299999
5/22/2019 19:30,0.075,8.075,0.075,3.2,33.299999
5/22/2019 19:45,0.075,8.075,0.075,3.2,33.424999
5/22/2019 20:00,0.075,8.075,0.075,3.2,33.424999
5/22/2019 20:15,0.075,8.075,0.075,3.2,33.424999
5/22/2019 20:30,0.075,8.075,0.075,3.2,33.424999
5/22/2019 20:45,0.075,8.075,0.075,3.2,33.424999
5/22/2019 21:00,0.075,8.075,0.075,3.2,33.424999
5/22/2019 21:15,0.075,8.075,0.075,3.2,33.424999
5/22/2019 21:30,0.075,8.075,0.075,3.3,33.625
5/22/2019 21:45,0.075,8.075,0.075,3.3,33.924999
5/22/2019 22:00,0.075,8.075,0.075,3.5,34.224998
5/22/2019 22:15,0.075,8.075,0.075,3.725,34.325001
5/22/2019 22:30,0.075,9.3,0.075,3.925,34.424999
5/22/2019 22:45,0.075,9.925,0.075,4.225,34.525002
5/22/2019 23:00,0.075,10,0.075,4.325,34.625
5/22/2019 23:15,0.075,10.425,0.075,4.425,34.625
5/22/2019 23:30,0.075,11.025,0.075,4.625,34.724998
5/22/2019 23:45,0.075,12.45,0.075,5.125,34.724998
5/23/2019 0:00,0.075,13.675,0.075,5.35,34.724998
5/23/2019 0:15,0.075,14.7,0.075,5.45,34.724998
5/23/2019 0:30,0.075,15.8,0.075,5.65,34.724998
5/23/2019 0:45,0.075,16.825001,0.075,5.65,34.724998
5/23/2019 1:00,0.075,17.65,0.075,5.65,34.724998
5/23/2019 1:15,0.075,17.950001,0.075,6.65,34.724998
5/23/2019 1:30,0.075,18.25,0.075,7.175,34.75
5/23/2019 1:45,0.075,18.450001,0.075,7.475,34.724998
5/23/2019 2:00,0.075,18.450001,0.075,8.4,34.724998
5/23/2019 2:15,0.075,18.450001,0.075,8.9,34.724998
5/23/2019 2:30,0.075,18.450001,0.075,9.3,34.724998
5/23/2019 2:45,0.075,18.450001,0.075,9.6,34.724998
5/23/2019 3:00,0.075,18.549999,0.075,9.825,34.724998
5/23/2019 3:15,0.075,18.65,0.075,10.025,34.724998
5/23/2019 3:30,0.075,18.65,0.075,10.025,34.724998
5/23/2019 3:45,0.075,18.65,0.075,10.125,34.724998
5/23/2019 4:00,0.075,18.65,0.075,10.325,34.724998
5/23/2019 4:15,0.075,18.65,0.075,10.625,34.724998
5/23/2019 4:30,0.075,18.65,0.075,10.825,34.724998
5/23/2019 4:45,0.075,18.65,0.075,11.225,34.724998
5/23/2019 5:00,0.075,18.65,0.075,11.95,34.724998
5/23/2019 5:15,0.075,18.65,0.075,12.975,34.724998
5/23/2019 5:30,0.075,18.65,0.075,13.575,34.724998
5/23/2019 5:45,0.075,18.65,0.075,14.075,34.724998
5/23/2019 6:00,0.075,18.65,0.075,15,34.724998
5/23/2019 6:15,0.075,18.65,0.075,15.925,34.724998
5/23/2019 6:30,0.075,18.65,0.075,16.625,34.724998
5/23/2019 6:45,0.075,18.65,0.075,17.025,34.724998
5/23/2019 7:00,0.075,18.65,0.075,17.25,34.724998
5/23/2019 7:15,0.075,18.65,0.075,17.25,34.75
5/23/2019 7:30,0.075,18.65,0.075,17.65,34.724998
5/23/2019 7:45,0.075,18.65,0.075,17.75,34.724998
5/23/2019 8:00,0.075,18.65,0.075,17.85,34.724998
5/23/2019 8:15,0.075,18.65,0.075,17.85,34.724998
5/23/2019 8:30,0.075,18.65,0.075,17.950001,34.75
5/23/2019 8:45,0.075,18.65,0.075,18.049999,34.724998
5/23/2019 9:00,0.075,18.65,0.075,18.15,34.75
5/23/2019 9:15,0.075,18.65,0.075,18.35,34.724998
5/23/2019 9:30,0.075,18.65,0.075,18.450001,34.75
5/23/2019 9:45,0.075,18.65,0.075,18.450001,34.75
5/23/2019 10:00,0.075,18.65,0.075,18.450001,34.75
5/23/2019 10:15,0.075,18.65,0.075,18.575001,34.75
5/23/2019 10:30,0.075,18.65,0.075,18.575001,34.75
5/23/2019 10:45,0.075,18.65,0.075,18.575001,34.724998
5/23/2019 11:00,0.075,18.65,0.075,18.575001,35.25
5/23/2019 11:15,0.075,18.65,0.075,18.549999,35.25
5/23/2019 11:30,0.075,18.65,0.075,18.575001,35.25
5/23/2019 11:45,0.075,18.65,0.075,18.674999,35.25
5/23/2019 12:00,0.075,18.65,0.075,18.775,35.25
5/23/2019 12:15,0.075,18.65,0.075,18.775,35.25
5/23/2019 12:30,0.075,18.65,0.075,18.775,35.25
5/23/2019 12:45,0.075,18.65,0.075,18.775,35.25
5/23/2019 13:00,0.075,18.674999,0.075,18.775,35.25
5/23/2019 13:15,0.075,18.674999,0.075,18.775,35.25
5/23/2019 13:30,0.075,18.674999,0.075,19.174999,35.25
5/23/2019 13:45,0.075,18.65,0.075,19.375,35.25
5/23/2019 14:00,0.075,18.65,0.075,19.6,35.25
5/23/2019 14:15,0.075,18.674999,0.075,19.6,35.25
5/23/2019 14:30,0.075,18.65,0.075,19.6,35.25
5/23/2019 14:45,0.075,18.674999,0.075,19.6,35.25
5/23/2019 15:00,0.075,18.65,0.075,19.875,35.25
5/23/2019 15:15,0.075,18.65,0.075,19.9,35.25
5/23/2019 15:30,0.075,18.674999,0.075,20,35.25
5/23/2019 15:45,0.075,18.65,0.075,20,35.25
5/23/2019 16:00,0.075,18.65,0.075,20,35.25
5/23/2019 16:15,0.075,18.65,0.075,20,35.25
5/23/2019 16:30,0.075,18.65,0.075,20,35.25
5/23/2019 16:45,0.075,18.65,0.075,20,35.25
5/23/2019 17:00,0.075,18.65,0.075,20,35.25
5/23/2019 17:15,0.075,18.65,0.075,20.5,35.349998
5/23/2019 17:30,0.075,18.65,0.075,20.5,35.349998
5/23/2019 17:45,0.075,18.65,0.075,20.5,35.450001
5/23/2019 18:00,0.075,18.65,0.075,20.5,35.549999
5/23/2019 18:15,0.075,18.65,0.075,20.5,35.549999
5/23/2019 18:30,0.075,18.674999,0.075,20.5,35.650002
5/23/2019 18:45,0.075,18.65,0.075,20.5,35.75
5/23/2019 19:00,0.075,18.65,0.075,20.5,35.849998
5/23/2019 19:15,0.075,18.65,0.075,20.5,35.849998
5/23/2019 19:30,0.075,18.65,0.075,20.5,35.950001
5/23/2019 19:45,0.075,18.65,0.075,20.5,35.950001
5/23/2019 20:00,0.075,18.65,0.075,20.5,36.049999
5/23/2019 20:15,0.075,18.65,0.075,20.6,36.049999
5/23/2019 20:30,0.075,18.65,0.075,20.700001,36.049999
5/23/2019 20:45,0.075,18.65,0.075,20.799999,36.049999
5/23/2019 21:00,0.075,18.65,0.075,20.799999,36.049999
5/23/2019 21:15,0.075,18.65,0.075,20.9,36.049999
5/23/2019 21:30,0.075,18.65,0.075,21.1,36.049999
5/23/2019 21:45,0.075,18.65,0.075,21.225,36.049999
5/23/2019 22:00,0.075,18.65,0.075,21.299999,36.049999
5/23/2019 22:15,0.075,18.65,0.075,21.299999,36.049999
5/23/2019 22:30,0.075,18.65,0.075,21.299999,36.049999
5/23/2019 22:45,0.075,18.65,0.075,21.424999,36.049999
5/23/2019 23:00,0.075,18.65,0.075,21.525,36.049999
5/23/2019 23:15,0.075,18.65,0.075,21.725,36.150002
5/23/2019 23:30,0.075,18.65,0.075,22.025,36.150002
5/23/2019 23:45,0.075,18.65,0.075,22.325001,36.174999
5/24/2019 0:00,0.075,18.65,0.075,22.424999,36.150002
5/24/2019 0:15,0.075,18.65,0.075,22.625,36.150002
5/24/2019 0:30,0.075,18.65,0.075,22.725,36.150002
5/24/2019 0:45,0.075,18.65,0.075,22.924999,36.150002
5/24/2019 1:00,0.075,18.65,0.075,23.049999,36.150002
5/24/2019 1:15,0.075,18.65,0.075,23.049999,36.150002
5/24/2019 1:30,0.075,18.65,0.075,23.15,36.150002
5/24/2019 1:45,0.075,18.65,0.075,23.15,36.150002
5/24/2019 2:00,0.075,18.65,0.075,23.25,36.150002
5/24/2019 2:15,0.075,18.65,0.075,23.25,36.150002
5/24/2019 2:30,0.075,18.65,0.075,23.25,36.150002
5/24/2019 2:45,0.075,18.65,0.075,23.25,36.150002
5/24/2019 3:00,0.075,18.65,0.075,23.25,36.150002
5/24/2019 3:15,0.075,18.65,0.075,23.35,36.150002
5/24/2019 3:30,0.075,18.65,0.075,23.450001,36.174999
5/24/2019 3:45,0.075,18.65,0.075,23.65,36.150002
5/24/2019 4:00,0.075,18.65,0.075,23.65,36.150002
5/24/2019 4:15,0.075,18.65,0.075,23.75,36.150002
5/24/2019 4:30,0.075,18.65,0.075,23.75,36.150002
5/24/2019 4:45,0.075,18.65,0.075,23.75,36.150002
5/24/2019 5:00,0.075,18.65,0.075,23.75,36.150002
5/24/2019 5:15,0.075,18.65,0.075,23.85,36.150002
5/24/2019 5:30,0.075,18.65,0.075,23.85,36.150002
5/24/2019 5:45,0.075,18.65,0.075,23.85,36.150002
5/24/2019 6:00,0.075,18.65,0.075,23.85,36.150002
5/24/2019 6:15,0.075,18.65,0.075,23.85,36.150002
5/24/2019 6:30,0.075,18.65,0.075,23.85,36.150002
5/24/2019 6:45,0.075,18.65,0.075,23.85,36.150002
5/24/2019 7:00,0.075,18.65,0.075,23.85,36.150002
5/24/2019 7:15,0.075,18.65,0.075,23.85,36.150002
5/24/2019 7:30,0.075,18.65,0.075,23.85,36.150002
5/24/2019 7:45,0.075,18.65,0.075,23.85,36.150002
5/24/2019 8:00,0.075,18.65,0.075,23.85,36.150002
5/24/2019 8:15,0.075,18.65,0.075,23.85,36.150002
5/24/2019 8:30,0.075,18.65,0.075,23.85,36.150002
5/24/2019 8:45,0.075,18.65,0.075,23.85,36.150002
5/24/2019 9:00,0.075,18.65,0.075,23.85,36.150002
5/24/2019 9:15,0.075,18.65,0.075,23.85,36.174999
5/24/2019 9:30,0.075,18.65,0.075,23.85,36.150002
5/24/2019 9:45,0.075,18.65,0.075,23.85,36.174999
5/24/2019 10:00,0.075,18.65,0.075,23.85,36.150002
5/24/2019 10:15,0.075,18.65,0.075,23.85,36.174999
5/24/2019 10:30,0.075,18.674999,0.075,23.85,36.150002
5/24/2019 10:45,0.075,18.65,0.075,23.85,36.775002
5/24/2019 11:00,0.075,18.674999,0.075,23.85,36.775002
5/24/2019 11:15,0.075,18.674999,0.075,23.85,36.775002
5/24/2019 11:30,0.075,18.65,0.075,23.85,36.775002
5/24/2019 11:45,0.075,18.775,0.075,23.85,36.775002
5/24/2019 12:00,0.075,18.775,0.075,23.85,36.775002
5/24/2019 12:15,0.075,18.775,0.075,23.85,36.775002
5/24/2019 12:30,0.075,18.775,0.075,24.35,36.775002
5/24/2019 12:45,0.075,18.775,0.075,24.375,36.775002
5/24/2019 13:00,0.075,18.775,0.075,24.375,36.775002
5/24/2019 13:15,0.075,18.775,0.075,24.375,36.775002
5/24/2019 13:30,0.075,18.775,0.075,24.375,36.775002
5/24/2019 13:45,0.075,18.775,0.075,24.375,36.775002
5/24/2019 14:00,0.075,18.775,0.075,24.375,36.775002
5/24/2019 14:15,0.075,18.775,0.075,24.375,36.775002
5/24/2019 14:30,0.075,18.775,0.075,24.375,36.775002
5/24/2019 14:45,0.075,18.775,0.075,24.375,36.775002
5/24/2019 15:00,0.075,18.775,0.075,24.375,36.775002
5/24/2019 15:15,0.075,18.775,0.075,24.375,36.775002
5/24/2019 15:30,0.075,18.775,0.075,24.375,36.775002
5/24/2019 15:45,0.075,18.775,0.075,24.375,36.775002
5/24/2019 16:00,0.075,18.775,0.075,24.375,36.775002
5/24/2019 16:15,0.075,18.775,0.075,24.375,36.775002
5/24/2019 16:30,0.075,18.775,0.075,24.35,36.775002
5/24/2019 16:45,0.075,18.775,0.075,24.375,36.775002
5/24/2019 17:00,0.075,18.775,0.075,24.35,36.775002
5/24/2019 17:15,0.075,18.775,0.075,24.375,36.775002
5/24/2019 17:30,0.075,18.775,0.075,24.35,36.775002
5/24/2019 17:45,0.075,18.775,0.075,24.35,36.775002
5/24/2019 18:00,0.075,18.775,0.075,24.35,36.775002
5/24/2019 18:15,0.075,18.775,0.075,24.35,36.775002
5/24/2019 18:30,0.075,18.775,0.075,24.35,36.775002
5/24/2019 18:45,0.075,18.75,0.075,24.35,36.775002
5/24/2019 19:00,0.075,18.775,0.075,24.375,36.775002
5/24/2019 19:15,0.075,18.775,0.075,24.35,36.775002
5/24/2019 19:30,0.075,18.775,0.075,24.35,36.775002
5/24/2019 19:45,0.075,18.775,0.075,24.35,36.775002
5/24/2019 20:00,0.075,18.775,0.075,24.35,36.775002
5/24/2019 20:15,0.075,18.775,0.075,24.35,36.775002
5/24/2019 20:30,0.075,18.775,0.075,24.35,36.775002
5/24/2019 20:45,0.075,18.775,0.075,24.375,36.775002
5/24/2019 21:00,0.075,18.75,0.075,24.35,36.775002
5/24/2019 21:15,0.075,18.775,0.075,24.35,36.775002
5/24/2019 21:30,0.075,18.775,0.075,24.35,36.775002
5/24/2019 21:45,0.075,18.775,0.075,24.375,36.775002
5/24/2019 22:00,0.075,18.775,0.075,24.35,36.775002
5/24/2019 22:15,0.075,18.775,0.075,24.35,36.775002
5/24/2019 22:30,0.075,18.775,0.075,24.375,36.775002
5/24/2019 22:45,0.075,18.775,0.075,24.35,36.775002
5/24/2019 23:00,0.075,18.775,0.075,24.35,36.775002
5/24/2019 23:15,0.075,18.775,0.075,24.35,36.775002
5/24/2019 23:30,0.075,18.775,0.075,24.35,36.775002
5/24/2019 23:45,0.075,18.75,0.075,24.35,36.775002
5/25/2019 0:00,0.075,18.775,0.075,24.35,36.775002
5/25/2019 0:15,0.075,18.775,0.075,24.35,36.775002
5/25/2019 0:30,0.075,18.775,0.075,24.35,36.775002
5/25/2019 0:45,0.075,18.775,0.075,24.375,36.795001
5/25/2019 1:00,0.075,18.775,0.075,24.35,36.875
5/25/2019 1:15,0.075,18.775,0.075,24.35,36.875
5/25/2019 1:30,0.075,18.75,0.075,24.35,36.875
5/25/2019 1:45,0.075,18.775,0.075,24.35,36.875
5/25/2019 2:00,0.075,18.75,0.075,24.375,36.875
5/25/2019 2:15,0.075,18.775,0.075,24.35,36.875
5/25/2019 2:30,0.075,18.75,0.075,24.35,36.875
5/25/2019 2:45,0.075,18.775,0.075,24.35,36.875
5/25/2019 3:00,0.075,18.75,0.075,24.35,36.875
5/25/2019 3:15,0.075,18.775,0.075,24.375,36.875
5/25/2019 3:30,0.075,18.75,0.075,24.35,36.875
5/25/2019 3:45,0.075,18.775,0.075,24.35,36.875
5/25/2019 4:00,0.075,18.75,0.075,24.35,36.875
5/25/2019 4:15,0.075,18.775,0.075,24.35,36.875
5/25/2019 4:30,0.075,18.775,0.075,24.35,36.875
5/25/2019 4:45,0.075,18.75,0.075,24.35,36.875
5/25/2019 5:00,0.075,18.775,0.075,24.35,36.875
5/25/2019 5:15,0.075,18.75,0.075,24.35,36.875
5/25/2019 5:30,0.075,18.775,0.075,24.35,36.875
5/25/2019 5:45,0.075,18.75,0.075,24.35,36.875
5/25/2019 6:00,0.075,18.775,0.075,24.35,36.875
5/25/2019 6:15,0.075,18.75,0.075,24.35,36.875
5/25/2019 6:30,0.075,18.775,0.075,24.35,36.875
5/25/2019 6:45,0.075,18.75,0.075,24.35,36.875
5/25/2019 7:00,0.075,18.775,0.075,24.35,36.875
